MEGA_NM,MEGA_CD,CTY_NM,CTY_CD,TOTAL,X_AXIS,Y_AXIS,배포처
서울특별시,11,강남구,11680,1,316650,547150,biz-gis.com
서울특별시,11,양천구,11470,1,300850,548250,biz-gis.com
대전광역시,30,대덕구,30230,1,349050,426150,biz-gis.com
경기도,41,화성시,41590,1,310750,509450,biz-gis.com
서울특별시,11,강남구,11680,1,314250,546150,biz-gis.com
서울특별시,11,동대문구,11230,1,318250,552550,biz-gis.com
경기도,41,성남시 중원구,41133,2,327150,537550,biz-gis.com
경기도,41,성남시 중원구,41133,1,326950,536850,biz-gis.com
서울특별시,11,강남구,11680,1,316950,545750,biz-gis.com
서울특별시,11,영등포구,11560,1,302950,548750,biz-gis.com
서울특별시,11,금천구,11545,1,300850,542950,biz-gis.com
서울특별시,11,강남구,11680,1,317650,546350,biz-gis.com
충청남도,44,천안시 서북구,44133,1,322350,472950,biz-gis.com
서울특별시,11,강남구,11680,1,317050,545350,biz-gis.com
서울특별시,11,강남구,11680,1,317350,546250,biz-gis.com
충청북도,43,청원군,43710,1,347150,456350,biz-gis.com
경상남도,48,창원시 성산구,48123,1,460850,290850,biz-gis.com
경상북도,47,포항시 남구,47111,1,524950,376950,biz-gis.com
대구광역시,27,동구,27140,1,460450,364650,biz-gis.com
경기도,41,화성시,41590,1,292850,494950,biz-gis.com
경기도,41,평택시,41220,1,298650,486850,biz-gis.com
대전광역시,30,중구,30140,1,345650,414250,biz-gis.com
경기도,41,성남시 분당구,41135,1,320950,530250,biz-gis.com
서울특별시,11,강남구,11680,1,315450,543050,biz-gis.com
서울특별시,11,강남구,11680,1,314750,543950,biz-gis.com
부산광역시,26,해운대구,26350,1,503550,291050,biz-gis.com
서울특별시,11,영등포구,11560,1,303750,547650,biz-gis.com
충청남도,44,당진군,44830,1,282250,486750,biz-gis.com
서울특별시,11,용산구,11170,1,308750,547050,biz-gis.com
경기도,41,성남시 중원구,41133,1,326050,539350,biz-gis.com
서울특별시,11,마포구,11440,2,306950,549750,biz-gis.com
부산광역시,26,영도구,26200,1,494850,277650,biz-gis.com
경기도,41,평택시,41220,1,318250,502750,biz-gis.com
서울특별시,11,중구,11140,1,309550,551750,biz-gis.com
경기도,41,성남시 분당구,41135,1,320950,528350,biz-gis.com
서울특별시,11,영등포구,11560,1,304950,547450,biz-gis.com
울산광역시,31,동구,31170,1,527450,323350,biz-gis.com
경상남도,48,창원시 성산구,48123,1,455650,290450,biz-gis.com
서울특별시,11,종로구,11110,1,311950,552950,biz-gis.com
인천광역시,28,동구,28140,1,279950,543450,biz-gis.com
서울특별시,11,종로구,11110,1,309750,552550,biz-gis.com
충청남도,44,아산시,44200,1,314050,464150,biz-gis.com
부산광역시,26,부산진구,26230,1,494250,284150,biz-gis.com
경기도,41,안산시 단원구,41273,1,292550,524650,biz-gis.com
서울특별시,11,영등포구,11560,1,303250,546650,biz-gis.com
부산광역시,26,사상구,26530,1,489150,284650,biz-gis.com
서울특별시,11,서대문구,11410,1,308750,551650,biz-gis.com
부산광역시,26,사하구,26380,1,487650,274250,biz-gis.com
서울특별시,11,종로구,11110,2,309450,552450,biz-gis.com
서울특별시,11,서초구,11650,2,315550,540650,biz-gis.com
서울특별시,11,구로구,11530,2,302350,542750,biz-gis.com
서울특별시,11,마포구,11440,2,307950,550650,biz-gis.com
서울특별시,11,강남구,11680,2,314650,544450,biz-gis.com
전라북도,45,익산시,45140,1,310550,372650,biz-gis.com
울산광역시,31,울주군,31710,1,508950,316150,biz-gis.com
서울특별시,11,강남구,11680,1,313650,546250,biz-gis.com
서울특별시,11,강남구,11680,1,314750,543250,biz-gis.com
경기도,41,용인시 기흥구,41463,1,320550,524250,biz-gis.com
서울특별시,11,동작구,11590,3,304650,544350,biz-gis.com
경기도,41,성남시 중원구,41133,2,326750,537150,biz-gis.com
서울특별시,11,구로구,11530,1,301950,545750,biz-gis.com
서울특별시,11,용산구,11170,1,308550,547550,biz-gis.com
충청남도,44,예산군,44810,1,286850,464150,biz-gis.com
서울특별시,11,영등포구,11560,1,302550,548550,biz-gis.com
충청남도,44,아산시,44200,1,317250,481250,biz-gis.com
서울특별시,11,강서구,11500,1,295250,550150,biz-gis.com
서울특별시,11,서초구,11650,2,314450,543650,biz-gis.com
서울특별시,11,종로구,11110,5,310150,552450,biz-gis.com
경기도,41,안양시 동안구,41173,1,307450,530150,biz-gis.com
경기도,41,안양시 만안구,41171,1,302050,534450,biz-gis.com
경상남도,48,창원시 성산구,48123,1,457650,290950,biz-gis.com
경기도,41,안성시,41550,1,333350,490750,biz-gis.com
충청남도,44,천안시 서북구,44133,1,320950,470650,biz-gis.com
경기도,41,안성시,41550,1,333350,484750,biz-gis.com
경상남도,48,김해시,48250,1,473250,299250,biz-gis.com
서울특별시,11,서초구,11650,1,314350,543750,biz-gis.com
서울특별시,11,영등포구,11560,3,304650,547150,biz-gis.com
경기도,41,파주시,41480,1,302050,574950,biz-gis.com
서울특별시,11,서초구,11650,1,311450,544550,biz-gis.com
서울특별시,11,강남구,11680,1,314450,547250,biz-gis.com
서울특별시,11,영등포구,11560,4,305050,547450,biz-gis.com
서울특별시,11,송파구,11710,1,322450,544050,biz-gis.com
경기도,41,안산시 상록구,41271,1,305450,522150,biz-gis.com
경기도,41,용인시 처인구,41461,1,330750,518250,biz-gis.com
경기도,41,용인시 기흥구,41463,1,320750,513550,biz-gis.com
서울특별시,11,서초구,11650,2,313450,543150,biz-gis.com
서울특별시,11,금천구,11545,1,301650,542350,biz-gis.com
인천광역시,28,부평구,28237,1,286750,547150,biz-gis.com
경상남도,48,진주시,48170,1,409550,285850,biz-gis.com
경기도,41,안산시 단원구,41273,1,291850,522950,biz-gis.com
충청남도,44,천안시 동남구,44131,1,340050,460050,biz-gis.com
충청북도,43,진천군,43750,1,357050,479950,biz-gis.com
부산광역시,26,수영구,26500,1,501350,282650,biz-gis.com
경상남도,48,함안군,48730,1,431350,297550,biz-gis.com
경기도,41,안산시 단원구,41273,1,290450,523650,biz-gis.com
경기도,41,성남시 분당구,41135,1,321150,533750,biz-gis.com
대전광역시,30,대덕구,30230,1,346450,427850,biz-gis.com
경기도,41,안산시 단원구,41273,1,288850,525150,biz-gis.com
서울특별시,11,중구,11140,1,309950,551350,biz-gis.com
서울특별시,11,중구,11140,2,309650,551650,biz-gis.com
경상남도,48,창원시 마산회원구,48127,1,455850,290750,biz-gis.com
부산광역시,26,영도구,26200,1,497850,276850,biz-gis.com
경기도,41,안양시 만안구,41171,1,306350,532250,biz-gis.com
서울특별시,11,강서구,11500,1,300550,550050,biz-gis.com
경기도,41,안산시 단원구,41273,1,292150,523250,biz-gis.com
서울특별시,11,강남구,11680,1,317550,546150,biz-gis.com
서울특별시,11,종로구,11110,1,310550,552650,biz-gis.com
경기도,41,안산시 단원구,41273,1,288050,524550,biz-gis.com
서울특별시,11,강남구,11680,1,315650,544950,biz-gis.com
서울특별시,11,강남구,11680,1,314350,546250,biz-gis.com
충청남도,44,천안시 서북구,44133,1,321250,473650,biz-gis.com
서울특별시,11,송파구,11710,1,324750,544550,biz-gis.com
대구광역시,27,동구,27140,1,465250,363750,biz-gis.com
서울특별시,11,중구,11140,1,310950,551450,biz-gis.com
경기도,41,성남시 분당구,41135,3,320550,531150,biz-gis.com
서울특별시,11,강동구,11740,1,324250,548050,biz-gis.com
경기도,41,부천시 오정구,41199,1,292050,546950,biz-gis.com
경상남도,48,창원시 성산구,48123,1,461950,291450,biz-gis.com
경기도,41,안산시 단원구,41273,1,291750,522550,biz-gis.com
경상북도,47,포항시 남구,47111,1,524150,377850,biz-gis.com
서울특별시,11,강남구,11680,1,317350,546150,biz-gis.com
서울특별시,11,송파구,11710,1,322550,543250,biz-gis.com
경기도,41,부천시 원미구,41195,1,290150,543950,biz-gis.com
서울특별시,11,종로구,11110,1,309250,553850,biz-gis.com
경기도,41,용인시 처인구,41461,1,330850,516550,biz-gis.com
경기도,41,화성시,41590,1,317950,513750,biz-gis.com
경기도,41,군포시,41410,1,307450,527950,biz-gis.com
부산광역시,26,사하구,26380,1,487750,277350,biz-gis.com
서울특별시,11,서초구,11650,2,315450,542750,biz-gis.com
충청북도,43,진천군,43750,1,349950,474850,biz-gis.com
경기도,41,화성시,41590,1,317950,513550,biz-gis.com
충청남도,44,홍성군,44800,1,274850,443950,biz-gis.com
경상남도,48,창원시 의창구,48121,1,464150,304250,biz-gis.com
경기도,41,안산시 단원구,41273,1,291850,523250,biz-gis.com
경기도,41,수원시 장안구,41111,1,313150,521650,biz-gis.com
경기도,41,성남시 분당구,41135,1,321350,533750,biz-gis.com
경기도,41,안성시,41550,1,328050,489650,biz-gis.com
충청남도,44,천안시 서북구,44133,1,320650,470250,biz-gis.com
서울특별시,11,강남구,11680,1,316650,545450,biz-gis.com
서울특별시,11,강서구,11500,1,297950,552250,biz-gis.com
부산광역시,26,강서구,26440,1,480850,278250,biz-gis.com
경기도,41,부천시 오정구,41199,1,293850,547850,biz-gis.com
경기도,41,김포시,41570,1,275750,562650,biz-gis.com
서울특별시,11,중구,11140,1,309550,550850,biz-gis.com
서울특별시,11,강남구,11680,1,320850,543150,biz-gis.com
경상남도,48,창원시 진해구,48129,1,472050,279950,biz-gis.com
경상남도,48,창원시 성산구,48123,1,458850,291150,biz-gis.com
서울특별시,11,서초구,11650,2,312750,543350,biz-gis.com
서울특별시,11,마포구,11440,1,303750,550150,biz-gis.com
인천광역시,28,서구,28260,1,286050,555550,biz-gis.com
전라북도,45,완주군,45710,1,322650,372250,biz-gis.com
경기도,41,화성시,41590,1,320050,510050,biz-gis.com
경기도,41,수원시 권선구,41113,1,310850,519150,biz-gis.com
서울특별시,11,강남구,11680,1,313450,547250,biz-gis.com
서울특별시,11,강남구,11680,1,314650,543550,biz-gis.com
경기도,41,성남시 분당구,41135,2,320650,533550,biz-gis.com
서울특별시,11,강남구,11680,1,314550,543850,biz-gis.com
서울특별시,11,강남구,11680,1,315450,544950,biz-gis.com
경기도,41,성남시 중원구,41133,1,326650,537050,biz-gis.com
경기도,41,수원시 영통구,41117,1,315350,521550,biz-gis.com
서울특별시,11,양천구,11470,1,300650,547550,biz-gis.com
제주특별자치도,50,제주시,50110,1,260450,100550,biz-gis.com
부산광역시,26,금정구,26410,1,497450,293350,biz-gis.com
경기도,41,안양시 동안구,41173,1,308850,533350,biz-gis.com
서울특별시,11,강남구,11680,1,314350,546650,biz-gis.com
경기도,41,안양시 만안구,41171,1,306350,531950,biz-gis.com
서울특별시,11,강동구,11740,1,322650,547950,biz-gis.com
전라북도,45,익산시,45140,1,310050,373150,biz-gis.com
전라북도,45,전주시 덕진구,45113,1,321750,360350,biz-gis.com
서울특별시,11,강남구,11680,1,313550,546850,biz-gis.com
서울특별시,11,광진구,11215,1,321350,549950,biz-gis.com
서울특별시,11,강남구,11680,1,316950,545550,biz-gis.com
서울특별시,11,동작구,11590,2,303350,543150,biz-gis.com
울산광역시,31,울주군,31710,1,521550,314650,biz-gis.com
광주광역시,29,광산구,29200,1,293150,288550,biz-gis.com
경기도,41,안산시 단원구,41273,1,291450,523450,biz-gis.com
경상북도,47,포항시 남구,47111,1,523750,376350,biz-gis.com
대전광역시,30,유성구,30200,1,347050,423750,biz-gis.com
서울특별시,11,서대문구,11410,2,308550,551350,biz-gis.com
인천광역시,28,연수구,28185,1,280750,533450,biz-gis.com
대전광역시,30,유성구,30200,1,346550,424850,biz-gis.com
서울특별시,11,마포구,11440,1,304950,550950,biz-gis.com
서울특별시,11,종로구,11110,1,310450,552750,biz-gis.com
경상북도,47,구미시,47190,1,434650,388550,biz-gis.com
경기도,41,화성시,41590,1,316350,514150,biz-gis.com
부산광역시,26,해운대구,26350,1,509150,287250,biz-gis.com
경기도,41,안산시 상록구,41271,2,296450,521650,biz-gis.com
서울특별시,11,서대문구,11410,1,308550,551750,biz-gis.com
충청남도,44,천안시 서북구,44133,1,333350,479550,biz-gis.com
충청남도,44,천안시 서북구,44133,1,327750,477150,biz-gis.com
경기도,41,광주시,41610,1,329050,527850,biz-gis.com
경기도,41,과천시,41290,3,310850,536450,biz-gis.com
충청남도,44,아산시,44200,1,312750,473050,biz-gis.com
경기도,41,성남시 중원구,41133,1,327450,537850,biz-gis.com
경기도,41,성남시 분당구,41135,1,320750,533950,biz-gis.com
경상북도,47,구미시,47190,1,440850,393350,biz-gis.com
서울특별시,11,강북구,11305,1,313850,559650,biz-gis.com
대전광역시,30,유성구,30200,1,347150,424250,biz-gis.com
경기도,41,부천시 원미구,41195,1,293150,545550,biz-gis.com
대구광역시,27,달성군,27710,3,441750,348850,biz-gis.com
경기도,41,안양시 만안구,41171,1,306050,531950,biz-gis.com
부산광역시,26,강서구,26440,1,475750,283950,biz-gis.com
충청북도,43,청원군,43710,1,349550,456350,biz-gis.com
경상북도,47,포항시 남구,47111,1,527950,378950,biz-gis.com
서울특별시,11,광진구,11215,1,320950,549450,biz-gis.com
경기도,41,부천시 오정구,41199,1,292450,547050,biz-gis.com
경기도,41,안산시 단원구,41273,1,291950,523250,biz-gis.com
서울특별시,11,영등포구,11560,1,301850,546650,biz-gis.com
전라북도,45,익산시,45140,1,313850,386750,biz-gis.com
충청북도,43,음성군,43770,1,358150,484650,biz-gis.com
서울특별시,11,종로구,11110,3,310250,552350,biz-gis.com
인천광역시,28,연수구,28185,1,281150,532250,biz-gis.com
부산광역시,26,남구,26290,1,499750,279550,biz-gis.com
경기도,41,김포시,41570,1,274550,561350,biz-gis.com
경기도,41,용인시 기흥구,41463,1,321250,522050,biz-gis.com
전라북도,45,전주시 완산구,45111,1,323050,358750,biz-gis.com
경상남도,48,밀양시,48270,1,467650,323450,biz-gis.com
대전광역시,30,대덕구,30230,1,347350,426350,biz-gis.com
서울특별시,11,송파구,11710,2,322950,544850,biz-gis.com
울산광역시,31,동구,31170,1,530750,325050,biz-gis.com
인천광역시,28,남구,28170,1,281950,542550,biz-gis.com
부산광역시,26,강서구,26440,1,477750,277950,biz-gis.com
서울특별시,11,중구,11140,1,312450,550950,biz-gis.com
서울특별시,11,송파구,11710,1,322850,544450,biz-gis.com
대구광역시,27,서구,27170,1,449750,365850,biz-gis.com
경상북도,47,영천시,47230,1,485450,370350,biz-gis.com
서울특별시,11,마포구,11440,1,307550,549750,biz-gis.com
서울특별시,11,구로구,11530,8,302650,543250,biz-gis.com
경상남도,48,창원시 성산구,48123,1,459850,290050,biz-gis.com
울산광역시,31,북구,31200,1,524050,329750,biz-gis.com
서울특별시,11,금천구,11545,1,300950,543050,biz-gis.com
경기도,41,용인시 수지구,41465,2,319950,524850,biz-gis.com
충청북도,43,청원군,43710,1,348950,433050,biz-gis.com
경기도,41,안산시 단원구,41273,1,291850,524150,biz-gis.com
서울특별시,11,영등포구,11560,3,305150,547250,biz-gis.com
충청남도,44,천안시 서북구,44133,1,321950,473350,biz-gis.com
서울특별시,11,동작구,11590,1,303450,543250,biz-gis.com
충청북도,43,청원군,43710,1,343250,433350,biz-gis.com
서울특별시,11,강남구,11680,1,314350,546750,biz-gis.com
경기도,41,성남시 분당구,41135,3,320650,533650,biz-gis.com
서울특별시,11,구로구,11530,1,302450,543150,biz-gis.com
경기도,41,성남시 분당구,41135,2,321350,526250,biz-gis.com
경상남도,48,양산시,48330,1,494950,308750,biz-gis.com
경기도,41,용인시 처인구,41461,1,340050,516650,biz-gis.com
경기도,41,용인시 수지구,41465,3,323750,526050,biz-gis.com
대구광역시,27,수성구,27260,1,456450,359350,biz-gis.com
서울특별시,11,송파구,11710,1,321150,545650,biz-gis.com
경상남도,48,사천시,48240,1,406750,274550,biz-gis.com
서울특별시,11,마포구,11440,3,301950,553750,biz-gis.com
광주광역시,29,동구,29110,1,300950,284450,biz-gis.com
서울특별시,11,중구,11140,3,310250,552250,biz-gis.com
서울특별시,11,영등포구,11560,1,305250,547450,biz-gis.com
서울특별시,11,종로구,11110,1,309250,553950,biz-gis.com
서울특별시,11,중구,11140,3,309550,551450,biz-gis.com
서울특별시,11,중구,11140,2,312150,551550,biz-gis.com
대구광역시,27,달성군,27710,1,441450,348250,biz-gis.com
서울특별시,11,동대문구,11230,1,316850,551750,biz-gis.com
서울특별시,11,영등포구,11560,1,305350,547050,biz-gis.com
서울특별시,11,마포구,11440,3,307250,549450,biz-gis.com
대전광역시,30,대덕구,30230,1,347050,418350,biz-gis.com
경기도,41,수원시 권선구,41113,1,314150,518050,biz-gis.com
대전광역시,30,중구,30140,1,348850,414350,biz-gis.com
서울특별시,11,강남구,11680,2,314550,544450,biz-gis.com
서울특별시,11,중구,11140,1,309250,551750,biz-gis.com
인천광역시,28,동구,28140,1,278850,543750,biz-gis.com
서울특별시,11,영등포구,11560,2,301950,547050,biz-gis.com
전라남도,46,순천시,46150,1,355350,265350,biz-gis.com
서울특별시,11,강남구,11680,2,317450,545750,biz-gis.com
서울특별시,11,종로구,11110,1,309750,552450,biz-gis.com
경상남도,48,김해시,48250,1,468150,302650,biz-gis.com
서울특별시,11,종로구,11110,2,310850,553250,biz-gis.com
서울특별시,11,강남구,11680,1,315650,545250,biz-gis.com
서울특별시,11,중구,11140,1,310050,551950,biz-gis.com
충청남도,44,천안시 동남구,44131,1,321750,461950,biz-gis.com
서울특별시,11,중구,11140,1,310550,552150,biz-gis.com
서울특별시,11,서초구,11650,1,311650,542650,biz-gis.com
경기도,41,화성시,41590,1,322650,505550,biz-gis.com
서울특별시,11,성동구,11200,1,316750,550150,biz-gis.com
부산광역시,26,사하구,26380,1,487550,277550,biz-gis.com
충청남도,44,예산군,44810,1,294950,461050,biz-gis.com
경기도,41,화성시,41590,1,304450,511350,biz-gis.com
서울특별시,11,서초구,11650,2,310750,541950,biz-gis.com
서울특별시,11,서초구,11650,2,313350,542950,biz-gis.com
경기도,41,안성시,41550,1,333550,484550,biz-gis.com
경기도,41,수원시 영통구,41117,1,316050,517550,biz-gis.com
경기도,41,부천시 소사구,41197,1,294150,542550,biz-gis.com
서울특별시,11,금천구,11545,1,302750,539850,biz-gis.com
경상남도,48,창원시 의창구,48121,1,456650,294450,biz-gis.com
경기도,41,김포시,41570,1,277750,567050,biz-gis.com
서울특별시,11,양천구,11470,1,297450,545750,biz-gis.com
서울특별시,11,강남구,11680,1,313850,546550,biz-gis.com
대구광역시,27,북구,27230,1,456450,368450,biz-gis.com
경기도,41,군포시,41410,2,306850,530450,biz-gis.com
인천광역시,28,연수구,28185,1,279950,530650,biz-gis.com
울산광역시,31,남구,31140,1,522850,325150,biz-gis.com
충청북도,43,음성군,43770,1,355250,488950,biz-gis.com
경기도,41,성남시 분당구,41135,1,321250,533450,biz-gis.com
서울특별시,11,중구,11140,1,310150,551450,biz-gis.com
서울특별시,11,강남구,11680,1,315550,546350,biz-gis.com
전라북도,45,장수군,45740,1,363450,349350,biz-gis.com
경기도,41,평택시,41220,1,313450,492550,biz-gis.com
경기도,41,성남시 중원구,41133,1,324250,537650,biz-gis.com
경기도,41,화성시,41590,1,302550,507450,biz-gis.com
서울특별시,11,송파구,11710,1,320950,546250,biz-gis.com
서울특별시,11,금천구,11545,1,301750,542650,biz-gis.com
경상북도,47,포항시 남구,47111,2,523850,376950,biz-gis.com
서울특별시,11,송파구,11710,1,321350,546150,biz-gis.com
서울특별시,11,강남구,11680,1,320750,543250,biz-gis.com
충청북도,43,청주시 흥덕구,43113,1,351250,448950,biz-gis.com
대구광역시,27,달성군,27710,1,440650,342750,biz-gis.com
서울특별시,11,강남구,11680,1,316550,547350,biz-gis.com
대전광역시,30,대덕구,30230,1,350250,417250,biz-gis.com
경기도,41,김포시,41570,1,287350,558650,biz-gis.com
부산광역시,26,기장군,26710,1,503250,300650,biz-gis.com
서울특별시,11,금천구,11545,1,301450,542350,biz-gis.com
서울특별시,11,구로구,11530,1,302250,543150,biz-gis.com
서울특별시,11,중구,11140,1,309450,551450,biz-gis.com
경기도,41,성남시 분당구,41135,1,322750,534950,biz-gis.com
서울특별시,11,서초구,11650,1,315250,541450,biz-gis.com
경상남도,48,양산시,48330,1,493950,308450,biz-gis.com
서울특별시,11,금천구,11545,2,301350,542050,biz-gis.com
인천광역시,28,부평구,28237,1,286650,546950,biz-gis.com
경기도,41,성남시 중원구,41133,1,327550,538050,biz-gis.com
인천광역시,28,연수구,28185,1,280350,531150,biz-gis.com
충청남도,44,천안시 서북구,44133,1,322450,470650,biz-gis.com
경기도,41,성남시 중원구,41133,1,327150,537050,biz-gis.com
경상남도,48,김해시,48250,1,483250,293550,biz-gis.com
서울특별시,11,종로구,11110,2,309350,552450,biz-gis.com
경상남도,48,양산시,48330,1,505350,312150,biz-gis.com
경상북도,47,경주시,47130,1,509350,349950,biz-gis.com
부산광역시,26,남구,26290,1,500950,281850,biz-gis.com
서울특별시,11,강남구,11680,1,316750,545850,biz-gis.com
경기도,41,성남시 중원구,41133,1,326850,538150,biz-gis.com
경상북도,47,영주시,47210,1,453050,469750,biz-gis.com
서울특별시,11,중구,11140,1,309450,551250,biz-gis.com
경상북도,47,포항시 남구,47111,1,523950,376350,biz-gis.com
경기도,41,화성시,41590,1,302950,499650,biz-gis.com
경기도,41,수원시 팔달구,41115,1,314550,518150,biz-gis.com
서울특별시,11,강남구,11680,1,315950,545250,biz-gis.com
경상북도,47,구미시,47190,1,433150,388350,biz-gis.com
충청남도,44,공주시,44150,1,307750,439550,biz-gis.com
서울특별시,11,서초구,11650,1,313850,542850,biz-gis.com
서울특별시,11,구로구,11530,1,302450,542750,biz-gis.com
경상남도,48,사천시,48240,1,404050,273350,biz-gis.com
경기도,41,화성시,41590,1,301950,507550,biz-gis.com
충청남도,44,금산군,44710,1,355050,402550,biz-gis.com
경기도,41,안산시 단원구,41273,1,287750,524450,biz-gis.com
경기도,41,고양시 일산동구,41285,1,295550,565950,biz-gis.com
경기도,41,화성시,41590,2,311750,510350,biz-gis.com
충청남도,44,아산시,44200,1,300350,475450,biz-gis.com
서울특별시,11,금천구,11545,1,301850,541250,biz-gis.com
경상북도,47,구미시,47190,1,433150,387950,biz-gis.com
부산광역시,26,사상구,26530,1,489450,287350,biz-gis.com
대전광역시,30,유성구,30200,1,344450,423150,biz-gis.com
서울특별시,11,강남구,11680,1,316850,545250,biz-gis.com
서울특별시,11,강남구,11680,2,315050,544850,biz-gis.com
서울특별시,11,금천구,11545,1,301550,541750,biz-gis.com
경기도,41,용인시 기흥구,41463,1,320550,524450,biz-gis.com
부산광역시,26,서구,26140,1,493650,278050,biz-gis.com
서울특별시,11,종로구,11110,1,312050,553050,biz-gis.com
서울특별시,11,서초구,11650,1,313550,546250,biz-gis.com
경상북도,47,구미시,47190,2,436650,390450,biz-gis.com
경상남도,48,양산시,48330,1,493650,310250,biz-gis.com
경상북도,47,구미시,47190,1,433450,390350,biz-gis.com
경기도,41,성남시 분당구,41135,1,321750,528850,biz-gis.com
경기도,41,화성시,41590,1,301450,510150,biz-gis.com
전라남도,46,여수시,46130,1,368850,245550,biz-gis.com
경기도,41,안성시,41550,1,333250,491250,biz-gis.com
서울특별시,11,중구,11140,1,309250,551650,biz-gis.com
서울특별시,11,금천구,11545,1,301250,542450,biz-gis.com
인천광역시,28,남동구,28200,1,285350,533650,biz-gis.com
서울특별시,11,금천구,11545,1,301850,542050,biz-gis.com
울산광역시,31,남구,31140,1,521850,322850,biz-gis.com
서울특별시,11,송파구,11710,1,323050,544950,biz-gis.com
서울특별시,11,강남구,11680,1,317550,546050,biz-gis.com
전라남도,46,여수시,46130,1,363950,232350,biz-gis.com
인천광역시,28,남동구,28200,1,285350,535750,biz-gis.com
경기도,41,성남시 분당구,41135,1,321850,531050,biz-gis.com
경기도,41,화성시,41590,1,317650,513750,biz-gis.com
서울특별시,11,영등포구,11560,1,303950,546750,biz-gis.com
서울특별시,11,강서구,11500,1,298650,551050,biz-gis.com
경기도,41,성남시 분당구,41135,1,321950,528450,biz-gis.com
서울특별시,11,서초구,11650,1,313050,543250,biz-gis.com
서울특별시,11,서초구,11650,1,313250,544050,biz-gis.com
서울특별시,11,송파구,11710,1,321850,546050,biz-gis.com
경기도,41,성남시 분당구,41135,1,322550,532050,biz-gis.com
경상남도,48,함안군,48730,1,431250,298550,biz-gis.com
충청남도,44,연기군,44730,1,328050,453750,biz-gis.com
서울특별시,11,강남구,11680,1,315650,545050,biz-gis.com
경기도,41,안산시 단원구,41273,1,289250,524650,biz-gis.com
경기도,41,안산시 단원구,41273,1,291850,525450,biz-gis.com
인천광역시,28,남구,28170,1,280950,538750,biz-gis.com
서울특별시,11,강남구,11680,2,314450,543850,biz-gis.com
부산광역시,26,중구,26110,1,494750,278950,biz-gis.com
부산광역시,26,연제구,26470,1,498950,288150,biz-gis.com
서울특별시,11,서초구,11650,1,312850,542650,biz-gis.com
서울특별시,11,동작구,11590,1,304950,543750,biz-gis.com
경기도,41,화성시,41590,1,302550,499550,biz-gis.com
서울특별시,11,서초구,11650,1,311750,542350,biz-gis.com
경기도,41,안산시 단원구,41273,1,288250,524250,biz-gis.com
경기도,41,화성시,41590,1,298350,507250,biz-gis.com
인천광역시,28,연수구,28185,1,280050,531350,biz-gis.com
경기도,41,성남시 수정구,41131,1,323050,537250,biz-gis.com
경기도,41,용인시 기흥구,41463,1,317750,518750,biz-gis.com
경기도,41,화성시,41590,1,298050,494650,biz-gis.com
서울특별시,11,강남구,11680,7,316950,545950,biz-gis.com
서울특별시,11,서초구,11650,1,312950,543450,biz-gis.com
광주광역시,29,서구,29140,1,298150,285150,biz-gis.com
대구광역시,27,달서구,27290,1,443650,360050,biz-gis.com
서울특별시,11,강남구,11680,1,314650,546050,biz-gis.com
경기도,41,안산시 단원구,41273,1,287550,524150,biz-gis.com
경기도,41,화성시,41590,1,323150,509050,biz-gis.com
광주광역시,29,동구,29110,1,301150,284150,biz-gis.com
서울특별시,11,강남구,11680,1,314850,544850,biz-gis.com
서울특별시,11,중구,11140,3,311050,551550,biz-gis.com
경기도,41,안성시,41550,1,350650,490550,biz-gis.com
서울특별시,11,마포구,11440,1,304750,551050,biz-gis.com
서울특별시,11,강남구,11680,1,315350,544250,biz-gis.com
서울특별시,11,동대문구,11230,1,314150,552850,biz-gis.com
부산광역시,26,사하구,26380,1,488850,277050,biz-gis.com
경기도,41,성남시 중원구,41133,2,327150,537450,biz-gis.com
서울특별시,11,강남구,11680,1,315550,545750,biz-gis.com
서울특별시,11,광진구,11215,1,319950,548450,biz-gis.com
충청남도,44,천안시 서북구,44133,1,329950,476050,biz-gis.com
서울특별시,11,영등포구,11560,2,306450,546950,biz-gis.com
경상남도,48,양산시,48330,1,496150,308350,biz-gis.com
강원도,42,횡성군,42730,1,400650,543050,biz-gis.com
울산광역시,31,북구,31200,1,523950,332050,biz-gis.com
서울특별시,11,송파구,11710,2,323250,545450,biz-gis.com
서울특별시,11,용산구,11170,1,309350,550250,biz-gis.com
인천광역시,28,부평구,28237,1,285650,547550,biz-gis.com
인천광역시,28,서구,28260,1,283850,542650,biz-gis.com
서울특별시,11,강남구,11680,3,314950,546750,biz-gis.com
서울특별시,11,강남구,11680,1,314250,546450,biz-gis.com
서울특별시,11,강남구,11680,1,316750,546650,biz-gis.com
경기도,41,화성시,41590,1,292750,509850,biz-gis.com
경기도,41,의왕시,41430,1,308550,528650,biz-gis.com
충청남도,44,아산시,44200,1,298550,468350,biz-gis.com
서울특별시,11,중구,11140,1,309750,551250,biz-gis.com
서울특별시,11,강남구,11680,1,316250,545250,biz-gis.com
서울특별시,11,강남구,11680,1,316750,545650,biz-gis.com
경기도,41,평택시,41220,1,298250,484350,biz-gis.com
서울특별시,11,서초구,11650,1,314450,543850,biz-gis.com
경기도,41,화성시,41590,1,309850,500250,biz-gis.com
경기도,41,부천시 원미구,41195,1,292950,545450,biz-gis.com
경기도,41,안산시 단원구,41273,1,293150,522350,biz-gis.com
